path_id,isnad_id,t0,t-1,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,t-10
isnad_292,jb_277,al-Dānī,ABU ABD ALLAH  AHMAD B. UMAR B. MUHAMMAD AL- JIZI,ABU JA3FAR B. RISHDIN,AHMAD B. BAHZAD B. MIHRAN,YAHYA B. SULAYMAN B. YAHYA B. SAID B. MUSLIM B. UBAYD IBN MUSLIM AL-JU3FI IBN BINT ABI MUSLIM QA'ID AL-A3MASH,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_293,jb_278,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,MUHAMMAD B. AL-HAYTHAM,RAW7 B. Al-FARAJ,YAHYA B. SULAYMAN B. YAHYA B. SAID B. MUSLIM B. UBAYD IBN MUSLIM AL-JU3FI IBN BINT ABI MUSLIM QA'ID AL-A3MASH,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_294,jb_279,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ALI B. Al-ABBAS AL-MAQANI3I,AHMAD B. UTHMAN B. HAKIM,ʿAbd al-Ǧabbār b. Muḥammad al-ʿUṭāridī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_295,jb_280,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU ISA MUHAMMAD B. FATH AL-KHARRAZ,AHMAD B. UTHMAN B. HAKIM,ʿAbd al-Ǧabbār b. Muḥammad al-ʿUṭāridī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_296,jb_281,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ALI B. AHMAD B. HATIM,Hārūn b. Ḥātim,ʾAbū Bakr b. ʿAyyāš,,,,,
isnad_297,jb_282,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,MUSA B. ISHAQ AL-ANSARI,Hārūn b. Ḥātim,ʾAbū Bakr b. ʿAyyāš,,,,
isnad_298,jb_283,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ABU BAKR ABD ALLAH B. SULAYMAN AL-ASH3ATH,Al-Ḥasan b. ʿAlī al-Ḫarrāz al-ʾAbaḥḥ,ʾIsḥāq al-ʾAzraq,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_299,jb_284,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,AHMAD B. MUHAMMAD AL-HAMDANI,AHMAD B. MUHAMMAD B. ABD AL-RAHMAN AL-DAHQAN,AHMAD B. MUSARRIF B. AMR AL-YAMI,UBAYD B. NU3AYM AL-SA3IDI,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_300,jb_285,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,Muḥammad b. al-Ḥasan b. ʿAlī al-ʾAnṭākī,ʾIbrāhīm b. ʿAbd al-Razzāq b. al-Ḥasan al-ʾAnṭākī,ʿAlī b. Yūsuf b. Muḥammad ʾAbū al-Qāsim al-Baṣrī,ʾAḥmad b. Ǧubayr al-ʾAnṭākī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_301,jb_286,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Yūnus al-Ḥaḍramī,ʾAḥmad b. Muḥammad b. Ṣadaqah,ʾAḥmad b. Ǧubayr al-ʾAnṭākī,ʾAbū Bakr b. ʿAyyāš,,,,
isnad_302,jb_287,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Yūnus al-Ḥaḍramī,ʾAḥmad b. Saʿīd b. Šāhīn,ʾAbū al-Rabīʿ Sulaymān b. Dāwūd al-Zahrānī,Burayd b. ʿAbd al-Wāḥid ʾAbū al-Muʿāfā al-Ḍarīr,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_303,jb_288,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,Muḥammad b. Yūnus al-Ḥaḍramī,ALI B. NAḌR,ʾAbū al-Rabīʿ Sulaymān b. Dāwūd al-Zahrānī,Burayd b. ʿAbd al-Wāḥid ʾAbū al-Muʿāfā al-Ḍarīr,,,,
isnad_304,jb_289,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ABU BAKR WAHB B. ABD ALLAH AL-MARRUDHI,al-Ḥasan b. al-Mubārak,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_305,jb_290,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ABU AL-HASAN ALI B. GA3FAR AL-MUQRI',ʾAbū al-Ḥasan Zurʿān b. ʾAḥmad b. ʿĪsā al-Ṭaḥḥān,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_306,jb_291,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Ṣāliḥ b. ʾAḥmad,ʿAbd al-Ṣamad b. Muḥammad al-ʿAynūnī,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_307,jb_292,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʿAlī b. Muḥammad b. Ṣāliḥ al-Hāšimī al-Baṣrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿUbayd b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_308,jb_293,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿUbayd b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_309,jb_294,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʿAlī b. Muḥammad b. Ṣāliḥ al-Hāšimī al-Baṣrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿUbayd b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_310,jb_295,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿUbayd b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_311,jb_296,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʿAlī b. Muḥammad b. Ṣāliḥ al-Hāšimī al-Baṣrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿAlī b. Saʿīd al-Bazzāz,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_312,jb_297,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAḥmad b. Sahl al-ʾUšnānī,al-Ḥasan b. al-Mubārak,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_313,jb_298,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʿAlī b. Muḥammad b. Ṣāliḥ al-Hāšimī al-Baṣrī,ʾAḥmad b. Sahl al-ʾUšnānī,IBRAHIM AL-SIMSAR,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_314,jb_299,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿAlī b. Miḥṣan,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_315,jb_300,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʿAlī b. Muḥammad b. Ṣāliḥ al-Hāšimī al-Baṣrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿAlī b. Saʿīd al-Bazzāz,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_316,jb_301,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAḥmad b. Sahl al-ʾUšnānī,al-Ḥasan b. al-Mubārak,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_317,jb_302,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʿAlī b. Muḥammad b. Ṣāliḥ al-Hāšimī al-Baṣrī,ʾAḥmad b. Sahl al-ʾUšnānī,IBRAHIM AL-SIMSAR,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_318,jb_303,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿAlī b. Miḥṣan,ʿAmr b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_319,jb_304,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,ʿAlī b. Muḥammad b. Ṣāliḥ al-Hāšimī al-Baṣrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿAlī b. Miḥṣan,ʿAmr b. al-Ṣabbāḥ,,,,,
isnad_320,jb_305,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAḥmad b. Sahl al-ʾUšnānī,ʿAlī b. Miḥṣan,ʿAmr b. al-Ṣabbāḥ,,,,,
isnad_321,jb_306,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾAbū Bakr Muḥammad b. ʿAlī b. al-Ḥasan al-Ǧulandā,ʾAḥmad b. Sahl al-ʾUšnānī,ʿUbayd b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_322,jb_307,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʾIbrāhīm b. al-Ḥasan,ʾAḥmad b. Sahl al-ʾUšnānī,ʿUbayd b. al-Ṣabbāḥ,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_323,jb_308,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾAbū Ǧaʿfar ʾAḥmad b. ʿAlī b. Fuḍayl al-Ḫazzāz,Hubayrah b. Muḥammad al-Tammār,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_324,jb_309,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʿAlī b. al-Ḥusayn al-Raqqī al-Wazzān,ʾAbū Ǧaʿfar ʾAḥmad b. ʿAlī b. Fuḍayl al-Ḫazzāz,Hubayrah b. Muḥammad al-Tammār,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_325,jb_310,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Muḥammad b. ʾAḥmad b. Hārūn,Ḥasnūn b. al-Hayṯam al-Duwayrī,Hubayrah b. Muḥammad al-Tammār,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_326,jb_311,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAḥmad b. ʿUbayd Allāh al-Maḫzūmī,al-Ḥasan b. al-ʿAbbās b. ʾAbī Mihrān al-Ǧammāl al-Rāzī,ʾAḥmad b. Yazīd al-Ḥulwānī,ʾAbū Šuʿayb al-Qawwās al-Baġdādī,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_327,jb_312,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAḥmad b. al-Ḥusayn al-Māliḥānī,ʾAbū Šuʿayb al-Qawwās al-Baġdādī,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_328,jb_313,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,Muḥammad b. Yaḥyā al-Kisāʾī al-Ṣaġīr,ʾAbū al-Ḥāriṯ al-Layṯ b. Ḫālid,ʾAbū ʿUmārah  Ḥamzah b. al-Qāsim al-ʾAḥwal,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_329,jb_314,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ABU MUHAMMAD ISMAIL B. AHMAD Al-RAQQI,ʾAbū ʿUmar al-Dūrī,ʾAbū ʿUmārah  Ḥamzah b. al-Qāsim al-ʾAḥwal,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_330,jb_315,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ABU GA3FAR MUHAMMAD B. HAMMAD B. MAHAN AL-BADDAGH,ʾAbū al-Rabīʿ Sulaymān b. Dāwūd al-Zahrānī,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_331,jb_316,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʿAbd Allāh b. Muḥammad b. ʿAbd al-ʿAzīz ʾAbū al-Qāsim al-Baġawī,ʾAḥmad b. Munīʿ,Ḥusayn b. Muḥammad al-Marrūḏī,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_332,jb_317,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,IBN AL-QASIM B. BASHSHAR,MY FATHER_al-Qāsim b. Baššār b. al-Ḥasan al-ʾAnbārī,MY UNCLE AHMAD B. AL-BASSHAR IBN AL-HASAN AL-ANBARI,AL-FADL B. YAHYA AL-ANBARI,Ḥafṣ b. Sulaymān ʾAbū ʿUmar al-ʾAsadī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_333,jb_318,al-Dānī,ABU BAKR AHMAD B. ABD AL-RAHMAN AL-WALI,al-Qāsim b. Baššār b. al-Ḥasan al-ʾAnbārī,MY UNCLE AHMAD B. AL-BASSHAR IBN AL-HASAN AL-ANBARI,AL-FADL B. YAHYA AL-ANBARI,,,,,,
isnad_334,jb_319,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ABD ALLAH B. SULAYMAN,ʿUmar b. Šabbah al-Numayrī,Ǧabalah b. Mālik al-Baṣrī,al-Mufaḍḍal b. Muḥammad al-Ḍabbī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_335,jb_320,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū al-Ḥasan Muḥammad b. ʾAḥmad b. Šanabūḏ,ABD ALLAH B. SULAYMAN,ʿUmar b. Šabbah al-Numayrī,Ǧabalah b. Mālik al-Baṣrī,al-Mufaḍḍal b. Muḥammad al-Ḍabbī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_336,jb_321,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʿAlī b. al-Ḥusayn al-Raqqī al-Wazzān,ABD ALLAH B. SULAYMAN,ʿUmar b. Šabbah al-Numayrī,Ǧabalah b. Mālik al-Baṣrī,al-Mufaḍḍal b. Muḥammad al-Ḍabbī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_337,jb_322,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾAbū Ǧaʿfar ʾAḥmad b. ʿAlī b. Fuḍayl al-Ḫazzāz,Muḥammad b. Yaḥyā al-Quṭʿī,ʾAbū Zayd al-ʾAnṣārī Saʿīd b. ʾAws,al-Mufaḍḍal b. Muḥammad al-Ḍabbī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_338,jb_323,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾAbū Ǧaʿfar Muḥammad b. ʿĪsā b. Ḥayyān al-Baġdādī,Muḥammad b. Yaḥyā al-Quṭʿī,ʾAbū Zayd al-ʾAnṣārī Saʿīd b. ʾAws,al-Mufaḍḍal b. Muḥammad al-Ḍabbī,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_339,jb_324,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,Yūsuf b. Yaʿqūb al-Qāḍī al-Wāsiṭī al-ʾAṣamm,Yaḥyā b. Muḥammad al-ʿUlaymī,Ḥammād b. Šuʿayb,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_340,jb_325,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʿUṯmān b. ʾAḥmad b. Samʿān al-Muǧāšī,Yūsuf b. Yaʿqūb al-Qāḍī al-Wāsiṭī al-ʾAṣamm,Yaḥyā b. Muḥammad al-ʿUlaymī,Ḥammād b. Šuʿayb,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,
isnad_341,jb_326,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,Yūsuf b. Yaʿqūb al-Qāḍī al-Wāsiṭī al-ʾAṣamm,Yaḥyā b. Muḥammad al-ʿUlaymī,Ḥammād b. Šuʿayb,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_342,jb_327,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,ʿUṯmān b. ʾAḥmad b. Samʿān al-Muǧāšī,Yūsuf b. Yaʿqūb al-Qāḍī al-Wāsiṭī al-ʾAṣamm,Yaḥyā b. Muḥammad al-ʿUlaymī,Ḥammād b. Šuʿayb,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,
isnad_343,jb_328,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,Yūsuf b. Yaʿqūb al-Qāḍī al-Wāsiṭī al-ʾAṣamm,Yaḥyā b. Muḥammad al-ʿUlaymī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_344,jb_329,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Yūsuf b. Yaʿqūb al-Qāḍī al-Wāsiṭī al-ʾAṣamm,Yaḥyā b. Muḥammad al-ʿUlaymī,ʾAbū Bakr b. ʿAyyāš,ʿĀṣim b. ʾAbī al-Naǧūd Bahdalah al-ʾAsadī,,,,
isnad_345,jb_330,al-Dānī,nan,nan,nan,nan,nan,nan,nan,nan,nan,
isnad_346,jb_331,al-Dānī,nan,nan,nan,nan,nan,nan,nan,nan,nan,
isnad_347,jb_332,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,Muḥammad b. al-Ǧahm,Ḫalaf b. Hišām al-Bazzār,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,,
isnad_348,jb_333,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,ʾIdrīs b. ʿAbd al-Karīm al-Ḥaddād,Ḫalaf b. Hišām al-Bazzār,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,,
isnad_349,jb_334,al-Dānī,ʾAbū al-Ḥasan Ṭāhir b. ʿAbd al-Munʿim b. ʿUbayd Allāh b. Ġalbūn,Muḥammad b. Yūsuf b. Nahār al-Ḥirtakī,ʾAbū al-Ḥusayn ʾAḥmad b. ʿUṯmān b. Būyān,ʾIdrīs b. ʿAbd al-Karīm al-Ḥaddād,Ḫalaf b. Hišām al-Bazzār,Sulaym b. ʿĪsā b. Sulaym,Ḥamzah b. Ḥabīb al-Zayyāt,,,
